Date,Time,Prediction,Confidence
2026-08-31,19:18:28,REAL,95.90
2026-08-31,19:18:29,REAL,95.85
2026-08-31,19:18:30,REAL,95.95
2026-08-31,19:18:31,REAL,95.98
2026-08-31,19:18:32,REAL,96.40
2026-08-31,19:18:33,REAL,97.05
2026-08-31,19:18:34,REAL,97.42
2026-08-31,19:18:35,REAL,97.50
2026-08-31,19:18:36,REAL,97.54
2026-08-31,19:18:37,REAL,97.28
2026-08-31,19:18:38,REAL,96.93
2026-08-31,19:18:39,REAL,97.04
2026-08-31,19:18:40,REAL,96.27
2026-08-31,19:18:41,REAL,95.67
2026-08-31,19:18:42,REAL,95.12
2026-08-31,19:18:43,REAL,95.39
2026-08-31,19:18:44,REAL,95.16
2026-08-31,19:18:45,REAL,95.40
2026-08-31,19:18:46,REAL,95.41
2026-08-31,19:18:47,REAL,95.99
2026-08-31,19:18:48,REAL,96.06
2026-08-31,19:18:49,REAL,96.10
2026-08-31,19:18:50,REAL,96.58
2026-08-31,19:18:51,REAL,96.83
2026-08-31,19:18:52,REAL,97.04
2026-08-31,19:18:53,REAL,97.31
2026-08-31,19:18:54,REAL,97.18
2026-08-31,19:18:55,REAL,96.98
2026-08-31,19:18:56,REAL,96.68
2026-08-31,19:18:57,REAL,96.66
2026-08-31,19:18:58,REAL,92.32
2026-08-31,19:18:59,REAL,95.50
2026-08-31,19:19:00,REAL,95.58
2026-08-31,19:19:01,REAL,95.46
2026-08-31,19:19:02,REAL,95.10
2026-08-31,19:19:03,REAL,95.50
2026-08-31,19:19:04,REAL,96.20
2026-08-31,19:19:05,REAL,96.00
2026-08-31,19:19:06,REAL,96.04
2026-08-31,19:19:07,REAL,96.12
2026-08-31,19:19:08,REAL,95.93
2026-08-31,19:19:09,REAL,95.64
2026-08-31,19:19:10,REAL,95.86
2026-08-31,19:19:11,REAL,96.36
2026-08-31,19:19:12,REAL,96.03
2026-08-31,19:19:13,REAL,95.64
2026-08-31,19:19:14,REAL,95.36
2026-08-31,19:19:15,REAL,95.63
2026-08-31,19:19:16,REAL,96.20
2026-08-31,19:19:17,REAL,96.37
2026-08-31,19:19:18,REAL,95.42
2026-08-31,19:19:19,REAL,95.09
2026-08-31,19:19:20,REAL,92.94
2026-08-31,19:19:21,REAL,95.09
2026-08-31,19:19:22,REAL,95.33
2026-08-31,19:19:23,REAL,95.47
2026-08-31,19:19:24,REAL,95.35
2026-08-31,19:19:25,REAL,94.26
2026-08-31,19:19:26,REAL,92.52
2026-08-31,19:19:27,REAL,94.12
2026-08-31,19:19:28,REAL,95.26
2026-08-31,19:19:29,REAL,96.14
2026-08-31,19:19:30,REAL,96.54
2026-08-31,19:19:31,REAL,96.65
2026-08-31,19:19:32,REAL,96.79
2026-08-31,19:19:33,REAL,95.90
2026-08-31,19:19:34,REAL,92.72
2026-08-31,19:19:35,REAL,86.34
2026-08-31,19:19:36,REAL,94.59
2026-08-31,19:19:37,REAL,95.66
2026-08-31,19:19:38,REAL,95.86
2026-08-31,19:19:39,REAL,95.72
2026-08-31,19:19:40,REAL,95.90
2026-08-31,19:19:41,REAL,95.89
2026-08-31,19:19:42,REAL,95.93
2026-08-31,19:19:43,REAL,95.99
2026-08-31,19:19:44,REAL,96.33
2026-08-31,19:19:45,REAL,96.65
2026-08-31,19:19:46,REAL,96.63
2026-08-31,19:19:47,REAL,96.73
2026-08-31,19:19:48,REAL,96.79
2026-08-31,19:19:49,REAL,96.28
2026-08-31,19:19:50,REAL,96.21
2026-08-31,19:19:51,REAL,95.61
2026-08-31,19:19:52,REAL,95.81
2026-08-31,19:19:53,REAL,95.46
2026-08-31,19:19:54,REAL,95.49
2026-08-31,19:19:55,REAL,95.18
2026-08-31,19:19:56,REAL,96.11
2026-08-31,19:19:57,REAL,96.39
2026-08-31,19:19:58,REAL,96.54
2026-08-31,19:19:59,REAL,95.71
2026-08-31,19:20:00,REAL,95.13
2026-08-31,19:20:01,REAL,89.90
2026-08-31,19:20:02,REAL,92.00
2026-08-31,19:20:03,REAL,95.34
2026-08-31,19:20:04,REAL,96.03
2026-08-31,19:20:05,REAL,96.49
2026-08-31,19:20:06,REAL,95.63
2026-08-31,19:20:07,REAL,95.50
2026-08-31,19:20:08,REAL,95.43
2026-08-31,19:20:09,REAL,95.68
2026-08-31,19:20:10,REAL,95.73
2026-08-31,19:20:11,REAL,94.21
2026-08-31,19:20:12,REAL,90.92
2026-08-31,19:20:13,REAL,90.17
2026-08-31,19:20:14,REAL,92.94
2026-08-31,19:20:15,REAL,89.80
2026-08-31,19:20:16,REAL,89.76
2026-08-31,19:20:17,REAL,88.85
2026-08-31,19:20:18,REAL,89.41
2026-08-31,19:20:19,REAL,90.44
2026-08-31,19:20:20,REAL,93.81
2026-08-31,19:20:21,REAL,95.04
2026-08-31,19:20:22,REAL,95.14
2026-08-31,19:20:23,REAL,95.48
2026-08-31,19:20:24,REAL,95.89
2026-08-31,19:20:25,REAL,95.70
2026-08-31,19:20:26,REAL,95.27
2026-08-31,19:20:27,REAL,95.08
2026-08-31,19:20:28,REAL,95.01
2026-08-31,19:20:29,REAL,95.09
2026-08-31,19:20:30,REAL,95.71
2026-08-31,19:20:31,REAL,95.81
2026-08-31,19:20:32,REAL,95.92
2026-08-31,19:20:33,REAL,95.53
2026-08-31,19:20:34,REAL,95.17
2026-08-31,19:20:35,REAL,90.06
2026-08-31,19:20:36,REAL,88.64
2026-08-31,19:20:37,REAL,88.00
2026-08-31,19:20:38,REAL,94.33
2026-08-31,19:20:39,REAL,95.62
2026-08-31,19:20:40,REAL,93.84
2026-08-31,19:20:41,REAL,90.13
2026-08-31,19:20:42,REAL,86.60
2026-08-31,19:20:43,REAL,95.21
2026-08-31,19:20:44,REAL,94.49
2026-08-31,19:20:45,REAL,93.38
2026-08-31,19:20:46,REAL,95.48
2026-08-31,19:20:47,REAL,96.58
2026-08-31,19:20:48,REAL,97.06
2026-08-31,19:20:49,REAL,96.21
2026-08-31,19:20:50,UNCERTAIN,72.33
2026-08-31,19:20:51,REAL,91.26
2026-08-31,19:20:52,REAL,92.89
2026-08-31,19:20:53,REAL,95.68
2026-08-31,19:21:00,REAL,95.65
2026-08-31,19:21:03,REAL,98.13
2026-08-31,19:21:04,REAL,97.16
2026-08-31,19:21:05,REAL,96.35
2026-08-31,19:21:06,REAL,95.57
2026-08-31,19:21:07,REAL,95.34
2026-08-31,19:21:08,REAL,95.41
2026-08-31,19:21:09,REAL,95.70
2026-08-31,19:21:11,REAL,94.85
2026-08-31,19:21:12,REAL,95.46
2026-08-31,19:21:13,REAL,95.36
2026-08-31,19:21:14,REAL,95.28
2026-08-31,19:21:15,REAL,94.32
2026-08-31,19:21:16,REAL,95.07
2026-08-31,19:21:17,REAL,95.16
2026-08-31,19:21:18,REAL,95.34
2026-08-31,19:21:19,REAL,95.49
2026-08-31,19:21:20,REAL,95.24
2026-08-31,19:21:21,REAL,95.06
2026-08-31,19:21:22,REAL,95.85
2026-08-31,19:21:23,REAL,96.31
2026-08-31,19:21:24,REAL,96.02
2026-08-31,19:21:25,REAL,95.35
2026-08-31,19:21:26,REAL,91.85
2026-08-31,19:21:27,REAL,89.86
2026-08-31,19:21:28,REAL,90.39
2026-08-31,19:21:29,REAL,95.30
2026-08-31,19:21:30,REAL,96.08
2026-08-31,19:21:46,REAL,87.57
2026-08-31,19:22:02,REAL,86.95
2026-08-31,19:22:03,REAL,95.54
2026-08-31,19:22:04,REAL,95.04
2026-08-31,19:22:05,REAL,95.57
2026-08-31,19:22:06,REAL,93.94
2026-08-31,19:22:07,REAL,95.27
2026-08-31,19:22:08,REAL,95.82
2026-08-31,19:22:09,REAL,95.80
2026-08-31,19:22:10,REAL,95.18
2026-08-31,19:22:11,REAL,95.28
2026-08-31,19:22:12,REAL,95.89
2026-08-31,19:22:13,REAL,96.45
2026-08-31,19:22:14,REAL,96.63
2026-08-31,19:23:48,UNCERTAIN,64.84
2026-08-31,19:23:49,REAL,89.64
2026-08-31,19:23:50,REAL,95.30
2026-08-31,19:23:51,REAL,95.80
2026-08-31,19:23:52,REAL,96.28
2026-08-31,19:23:53,REAL,91.66
2026-08-31,19:23:54,REAL,95.65
2026-08-31,19:23:55,REAL,96.24
2026-08-31,19:23:56,REAL,96.50
2026-08-31,19:23:57,REAL,96.29
2026-08-31,19:23:58,REAL,95.99
2026-08-31,19:23:59,REAL,96.19
2026-08-31,19:24:00,REAL,96.40
2026-08-31,19:24:01,REAL,96.63
2026-08-31,19:24:02,REAL,96.69
2026-08-31,19:24:03,REAL,97.06
2026-08-31,19:24:04,REAL,96.64
2026-08-31,19:24:05,REAL,96.77
2026-08-31,19:24:06,REAL,96.97
2026-08-31,19:24:07,REAL,96.98
2026-08-31,19:24:08,REAL,96.82
2026-08-31,19:24:09,REAL,96.96
2026-08-31,19:24:10,REAL,97.11
2026-08-31,19:24:11,REAL,96.74
2026-08-31,19:24:12,REAL,96.35
2026-08-31,19:25:33,REAL,95.68
2026-08-31,19:43:21,REAL,95.68
2026-08-31,20:21:52,REAL,97.29
2026-08-31,20:21:53,REAL,96.48
2026-08-31,20:21:55,REAL,95.63
2026-08-31,20:21:56,REAL,96.69
2026-08-31,20:21:57,REAL,96.98
2026-08-31,20:21:58,REAL,96.77
2026-08-31,20:21:59,REAL,97.27
2026-08-31,20:22:00,REAL,95.77
2026-08-31,20:22:12,REAL,96.48
2026-08-31,20:22:13,REAL,97.27
2026-08-31,20:22:18,REAL,99.00
2026-08-31,20:22:19,REAL,95.43
2026-08-31,20:22:20,REAL,96.78
2026-08-31,20:22:21,REAL,96.03
2026-08-31,20:22:22,REAL,96.52
2026-08-31,20:22:23,REAL,97.14
2026-08-31,20:22:24,REAL,97.69
2026-08-31,20:22:25,REAL,97.97
2026-08-31,20:22:26,REAL,96.74
2026-08-31,20:22:27,REAL,96.02
2026-08-31,20:22:28,REAL,96.18
2026-08-31,20:22:29,REAL,96.29
2026-08-31,20:22:30,REAL,96.84
2026-08-31,20:22:31,REAL,96.68
2026-08-31,20:22:32,REAL,97.81
2026-08-31,20:22:33,REAL,97.97
2026-08-31,20:25:36,REAL,98.00
2026-08-31,20:25:37,REAL,98.03
2026-08-31,20:25:38,REAL,97.50
2026-08-31,20:25:39,REAL,97.26
2026-08-31,20:25:40,REAL,96.93
2026-08-31,20:25:41,REAL,96.04
2026-08-31,20:25:42,REAL,95.24
2026-08-31,20:25:43,REAL,95.31
2026-08-31,20:25:44,REAL,96.00
2026-08-31,20:25:45,REAL,95.76
2026-08-31,20:25:46,REAL,97.26
2026-08-31,20:25:47,REAL,97.46
2026-08-31,20:25:48,REAL,97.53
2026-08-31,20:25:49,REAL,97.44
2026-08-31,20:25:50,REAL,97.41
2026-08-31,20:25:51,REAL,97.22
2026-08-31,20:25:52,REAL,97.42
2026-08-31,20:25:53,REAL,96.87
2026-08-31,20:25:54,REAL,98.48
2026-08-31,20:25:55,REAL,98.60
2026-08-31,20:25:56,REAL,98.63
2026-08-31,20:25:57,REAL,98.55
2026-08-31,20:25:58,REAL,97.90
2026-08-31,20:25:59,REAL,97.18
2026-08-31,20:26:00,REAL,95.13
2026-08-31,20:26:01,REAL,96.57
2026-08-31,20:26:02,REAL,96.28
2026-08-31,20:26:03,REAL,96.52
2026-08-31,20:26:04,REAL,96.86
2026-08-31,20:26:05,REAL,97.35
2026-08-31,20:26:06,REAL,97.44
2026-08-31,20:26:07,REAL,97.62
2026-08-31,20:26:54,REAL,95.68
2026-08-31,20:33:10,REAL,97.81
2026-08-31,20:33:11,REAL,96.75
2026-08-31,20:33:12,REAL,96.53
2026-08-31,20:33:13,REAL,96.97
2026-08-31,20:33:14,REAL,96.63
2026-08-31,20:33:16,REAL,96.63
2026-08-31,20:33:17,REAL,96.61
2026-08-31,20:33:18,REAL,96.60
2026-08-31,20:33:19,REAL,95.78
2026-08-31,20:33:20,REAL,94.96
2026-08-31,20:33:21,REAL,97.87
2026-08-31,20:33:22,REAL,97.81
2026-08-31,20:33:23,REAL,97.91
2026-08-31,20:33:24,REAL,97.90
2026-08-31,20:33:25,REAL,97.95
2026-08-31,20:33:26,REAL,97.90
2026-08-31,20:33:27,REAL,97.63
2026-08-31,20:33:28,REAL,97.55
2026-08-31,20:33:29,FAKE,96.63
2026-08-31,20:33:36,FAKE,96.63
2026-08-31,20:33:37,FAKE,96.63
2026-08-31,20:33:38,FAKE,96.63
2026-08-31,20:33:39,FAKE,96.63
2026-08-31,20:33:40,FAKE,96.63
2026-08-31,20:33:41,FAKE,96.63
2026-08-31,20:33:42,FAKE,96.63
2026-08-31,20:33:43,FAKE,96.63
2026-08-31,20:33:44,REAL,96.73
2026-08-31,20:33:45,REAL,96.73
2026-08-31,20:33:46,REAL,96.73
2026-08-31,20:33:47,REAL,96.73
2026-08-31,20:33:50,REAL,96.73
2026-08-31,20:33:52,REAL,96.73
2026-08-31,20:33:56,REAL,96.73
2026-08-31,20:33:57,REAL,96.73
2026-08-31,20:33:58,REAL,96.73
2026-08-31,20:33:59,REAL,96.73
2026-08-31,20:34:00,REAL,96.73
2026-08-31,20:34:01,REAL,96.75
2026-08-31,20:34:02,REAL,96.53
2026-08-31,20:34:03,REAL,95.58
2026-08-31,20:34:04,REAL,95.70
2026-08-31,20:34:05,REAL,96.09
2026-08-31,20:34:06,REAL,96.57
2026-08-31,20:34:07,REAL,96.00
2026-08-31,20:34:08,REAL,95.69
2026-08-31,20:34:09,FAKE,85.13
2026-08-31,20:34:12,FAKE,85.13
2026-08-31,20:34:13,REAL,96.71
2026-08-31,20:34:14,REAL,98.35
2026-08-31,20:34:15,REAL,96.86
2026-08-31,20:34:16,REAL,95.97
2026-08-31,20:34:17,REAL,96.09
2026-08-31,20:34:18,REAL,96.35
2026-08-31,20:34:19,REAL,85.88
2026-08-31,20:34:20,REAL,85.88
2026-08-31,20:34:21,FAKE,96.06
2026-08-31,20:34:22,FAKE,95.85
2026-08-31,20:34:23,FAKE,94.47
2026-08-31,20:34:24,FAKE,88.06
2026-08-31,20:34:25,UNCERTAIN,71.80
2026-08-31,20:34:26,UNCERTAIN,79.46
2026-08-31,20:34:27,UNCERTAIN,50.52
2026-08-31,20:34:28,UNCERTAIN,78.44
2026-08-31,20:34:29,UNCERTAIN,68.91
2026-08-31,20:34:30,UNCERTAIN,66.07
2026-08-31,20:34:36,REAL,95.51
2026-08-31,20:34:37,REAL,97.50
2026-08-31,20:34:38,REAL,97.76
2026-08-31,20:34:39,REAL,96.42
2026-08-31,20:34:40,FAKE,96.91
2026-08-31,20:34:45,FAKE,88.64
2026-08-31,20:34:46,FAKE,93.05
2026-08-31,20:34:47,FAKE,94.95
2026-08-31,20:34:48,FAKE,95.11
2026-08-31,20:34:49,FAKE,91.55
2026-08-31,20:34:50,UNCERTAIN,59.65
2026-08-31,20:34:51,UNCERTAIN,76.41
2026-08-31,20:34:52,FAKE,85.13
2026-08-31,20:34:53,REAL,95.69
2026-08-31,20:34:54,REAL,97.01
2026-08-31,20:34:55,REAL,89.00
2026-08-31,20:34:56,REAL,96.04
2026-08-31,20:34:57,REAL,96.67
2026-08-31,20:34:58,REAL,97.10
2026-08-31,20:34:59,REAL,97.45
2026-08-31,20:35:32,REAL,95.37
2026-08-31,20:38:55,REAL,97.62
2026-08-31,20:38:57,REAL,97.32
2026-08-31,20:38:58,REAL,96.60
2026-08-31,20:39:04,REAL,97.52
2026-08-31,20:39:05,REAL,97.42
2026-08-31,20:39:06,FAKE,92.36
2026-08-31,20:39:17,UNCERTAIN,60.46
2026-08-31,20:39:18,FAKE,86.59
2026-08-31,20:39:19,UNCERTAIN,71.49
2026-08-31,20:39:20,UNCERTAIN,69.87
2026-08-31,20:39:21,FAKE,96.74
2026-08-31,20:39:22,FAKE,86.51
2026-08-31,20:39:23,UNCERTAIN,76.31
2026-08-31,20:39:24,UNCERTAIN,66.41
2026-08-31,20:39:25,REAL,93.10
2026-08-31,20:39:26,REAL,95.98
2026-08-31,20:39:27,REAL,89.73
2026-08-31,20:39:28,REAL,95.28
2026-08-31,20:39:29,FAKE,95.30
2026-08-31,20:39:30,FAKE,93.24
2026-08-31,20:42:39,REAL,95.05
2026-08-31,20:42:40,REAL,94.14
2026-08-31,20:42:41,REAL,95.48
2026-08-31,20:42:42,REAL,95.93
2026-08-31,20:42:43,REAL,96.07
2026-08-31,20:42:44,REAL,95.77
2026-08-31,20:42:45,REAL,95.40
2026-08-31,20:42:46,REAL,95.30
2026-08-31,20:42:47,REAL,94.85
2026-08-31,20:42:48,REAL,91.57
2026-08-31,20:42:49,REAL,88.76
2026-08-31,20:42:50,REAL,88.58
2026-08-31,20:42:51,REAL,89.01
2026-08-31,20:42:52,REAL,89.60
2026-08-31,20:42:53,REAL,90.10
2026-08-31,20:42:54,REAL,93.76
2026-08-31,20:42:55,REAL,95.29
2026-08-31,20:42:56,FAKE,91.79
2026-08-31,20:43:01,FAKE,85.09
2026-08-31,20:43:02,REAL,93.67
2026-08-31,20:43:03,REAL,95.37
2026-08-31,21:51:45,REAL,95.37
2026-08-31,21:54:06,REAL,96.61
2026-08-31,21:54:07,REAL,95.90
2026-08-31,21:54:08,REAL,95.69
2026-08-31,21:54:09,REAL,95.44
2026-08-31,21:54:10,REAL,95.36
2026-08-31,21:54:11,REAL,95.22
2026-08-31,21:54:12,REAL,95.16
2026-08-31,21:54:13,REAL,94.16
2026-08-31,21:54:14,REAL,94.40
2026-08-31,21:54:15,REAL,95.24
2026-08-31,21:54:16,REAL,95.45
2026-08-31,21:54:17,REAL,95.40
2026-08-31,21:54:18,REAL,95.56
2026-08-31,21:54:19,REAL,95.77
2026-08-31,21:54:20,REAL,95.73
2026-08-31,21:54:21,REAL,95.47
2026-08-31,21:54:22,REAL,95.38
2026-08-31,21:54:23,REAL,95.65
2026-08-31,21:54:24,REAL,96.24
2026-08-31,21:54:25,REAL,96.47
2026-08-31,21:54:26,REAL,96.52
2026-08-31,21:54:27,REAL,96.73
2026-08-31,21:54:28,REAL,96.75
2026-08-31,21:54:29,REAL,96.82
2026-08-31,21:54:30,REAL,96.84
2026-08-31,21:54:31,REAL,96.84
2026-08-31,21:54:32,REAL,96.67
2026-08-31,21:54:33,REAL,96.42
2026-08-31,21:54:34,REAL,96.01
2026-08-31,21:54:35,REAL,96.09
2026-08-31,21:54:36,REAL,96.17
2026-08-31,21:54:37,REAL,96.20
2026-08-31,21:54:38,REAL,96.32
2026-08-31,21:54:39,REAL,96.61
2026-08-31,21:54:40,REAL,96.57
2026-08-31,21:54:41,REAL,96.61
2026-08-31,21:54:42,REAL,96.67
2026-08-31,21:54:43,REAL,96.68
2026-08-31,21:54:44,REAL,96.61
2026-08-31,21:54:45,UNCERTAIN,61.44
2026-08-31,21:54:46,UNCERTAIN,54.15
2026-08-31,21:54:47,REAL,85.75
2026-08-31,21:54:48,REAL,85.05
2026-08-31,21:54:49,REAL,91.96
2026-08-31,21:54:50,REAL,88.68
2026-08-31,21:54:51,REAL,88.96
2026-08-31,21:54:52,REAL,90.29
2026-08-31,21:54:53,FAKE,91.71
2026-08-31,21:54:58,FAKE,88.54
2026-08-31,21:54:59,UNCERTAIN,84.63
2026-08-31,21:55:00,REAL,89.64
2026-08-31,21:55:01,REAL,95.04
2026-08-31,21:55:02,REAL,92.38
2026-08-31,21:55:03,REAL,94.05
2026-08-31,21:55:04,REAL,94.05
2026-08-31,21:55:05,REAL,86.72
2026-08-31,21:55:06,REAL,87.33
2026-08-31,21:55:07,REAL,87.33
2026-08-31,21:55:08,REAL,87.33
2026-08-31,21:55:09,REAL,87.33
2026-08-31,21:55:10,REAL,87.00
2026-08-31,21:55:11,REAL,88.72
2026-08-31,21:55:12,REAL,93.54
2026-08-31,21:55:13,REAL,95.61
2026-08-31,21:55:14,REAL,95.85
2026-08-31,21:55:15,REAL,95.89
2026-08-31,21:58:03,REAL,97.51
2026-08-31,21:58:04,REAL,96.91
2026-08-31,21:58:05,REAL,96.78
2026-08-31,21:58:06,REAL,96.59
2026-08-31,21:58:07,REAL,96.53
2026-08-31,21:58:08,REAL,96.27
2026-08-31,21:58:09,REAL,96.04
2026-08-31,21:58:10,REAL,95.55
2026-08-31,21:58:11,REAL,94.67
2026-08-31,21:58:12,REAL,95.29
2026-08-31,21:58:13,REAL,91.03
2026-08-31,21:58:14,REAL,89.34
2026-08-31,21:58:15,REAL,87.03
2026-08-31,21:58:16,REAL,93.82
2026-08-31,21:58:17,REAL,92.59
2026-08-31,21:58:18,REAL,92.15
2026-08-31,21:58:19,REAL,93.24
2026-08-31,21:58:20,REAL,95.36
2026-08-31,21:58:21,REAL,95.85
2026-08-31,21:58:22,REAL,96.24
2026-08-31,21:58:23,REAL,96.33
2026-08-31,21:58:24,REAL,96.54
2026-08-31,21:58:25,REAL,97.11
2026-08-31,21:58:26,REAL,96.60
2026-08-31,21:58:27,REAL,96.04
2026-08-31,21:58:28,REAL,95.62
2026-08-31,21:58:29,REAL,96.07
2026-08-31,21:58:30,REAL,96.34
2026-08-31,21:58:31,REAL,96.43
2026-08-31,21:58:32,REAL,96.10
2026-08-31,21:58:33,REAL,95.90
2026-08-31,21:58:34,REAL,95.87
2026-08-31,21:58:35,REAL,95.78
2026-08-31,21:58:36,REAL,95.69
2026-08-31,21:58:37,REAL,95.86
2026-08-31,21:58:38,REAL,96.10
2026-08-31,21:58:39,REAL,96.10
2026-08-31,21:58:40,REAL,96.19
2026-08-31,21:58:41,REAL,96.57
2026-08-31,21:58:42,REAL,96.56
2026-08-31,21:58:43,REAL,95.60
2026-08-31,21:58:44,REAL,95.34
2026-08-31,21:58:45,REAL,95.63
2026-08-31,21:58:46,REAL,95.68
2026-08-31,21:58:47,REAL,95.53
2026-08-31,21:58:48,REAL,95.34
2026-08-31,21:59:08,REAL,96.69
2026-08-31,21:59:09,REAL,95.26
2026-08-31,21:59:10,REAL,88.18
2026-08-31,21:59:11,REAL,87.61
2026-08-31,21:59:12,REAL,86.25
2026-08-31,21:59:13,REAL,92.42
2026-08-31,21:59:14,REAL,92.54
2026-08-31,21:59:15,REAL,95.42
2026-08-31,21:59:16,REAL,95.68
2026-08-31,21:59:17,REAL,95.55
2026-08-31,21:59:18,REAL,92.00
2026-08-31,21:59:19,UNCERTAIN,78.40
2026-08-31,21:59:20,REAL,87.02
2026-08-31,21:59:21,REAL,95.09
2026-08-31,21:59:22,REAL,96.61
2026-08-31,21:59:23,REAL,96.44
2026-08-31,21:59:24,REAL,95.82
2026-08-31,21:59:25,REAL,95.70
2026-08-31,21:59:26,REAL,96.54
2026-08-31,21:59:27,REAL,96.04
2026-08-31,21:59:28,REAL,95.17
2026-08-31,21:59:29,UNCERTAIN,80.93
2026-08-31,21:59:30,FAKE,85.04
2026-08-31,21:59:35,UNCERTAIN,71.12
2026-08-31,21:59:36,REAL,85.59
2026-08-31,21:59:37,REAL,95.02
2026-08-31,21:59:38,REAL,95.68
2026-08-31,21:59:39,REAL,92.59
2026-08-31,21:59:40,REAL,88.55
2026-08-31,21:59:41,REAL,89.68
2026-08-31,21:59:42,REAL,95.17
2026-08-31,21:59:43,REAL,96.22
2026-08-31,21:59:44,REAL,96.64
2026-08-31,21:59:45,REAL,96.63
2026-08-31,21:59:46,REAL,96.44
2026-08-31,21:59:47,FAKE,97.71
2026-08-31,21:59:48,FAKE,97.26
2026-08-31,21:59:49,FAKE,98.07
2026-08-31,21:59:50,FAKE,95.45
2026-08-31,21:59:51,REAL,89.41
2026-08-31,21:59:52,FAKE,95.11
2026-08-31,21:59:53,FAKE,88.28
2026-08-31,21:59:54,UNCERTAIN,55.55
2026-08-31,21:59:55,UNCERTAIN,83.39
2026-08-31,21:59:56,REAL,86.28
2026-08-31,21:59:57,REAL,86.68
2026-08-31,21:59:58,REAL,92.64
2026-08-31,21:59:59,FAKE,97.63
2026-08-31,22:00:00,FAKE,95.00
2026-08-31,22:00:01,FAKE,98.11
2026-08-31,22:00:02,FAKE,98.47
2026-08-31,22:00:03,FAKE,88.76
2026-08-31,22:00:04,UNCERTAIN,70.63
2026-08-31,22:00:05,FAKE,85.85
2026-08-31,22:00:11,UNCERTAIN,65.58
2026-08-31,22:00:12,REAL,87.53
2026-08-31,22:00:13,REAL,95.56
2026-09-01,09:14:04,REAL,98.11
2026-09-01,09:14:05,REAL,95.11
2026-09-01,09:14:06,REAL,91.26
2026-09-01,09:14:07,REAL,93.41
2026-09-01,09:14:08,REAL,89.14
2026-09-01,09:14:09,REAL,88.12
2026-09-01,09:14:10,UNCERTAIN,51.72
2026-09-01,09:14:11,FAKE,87.74
2026-09-01,09:14:17,FAKE,89.77
2026-09-01,09:14:18,FAKE,89.38
2026-09-01,09:14:19,FAKE,85.71
2026-09-01,09:14:20,REAL,96.73
2026-09-01,09:14:21,REAL,96.73
2026-09-01,09:14:22,REAL,96.73
2026-09-01,09:14:23,REAL,96.73
2026-09-01,09:14:24,REAL,96.73
2026-09-01,09:14:25,REAL,96.73
2026-09-01,09:14:26,REAL,96.73
2026-09-01,09:14:27,REAL,96.73
2026-09-01,09:14:28,REAL,96.73
2026-09-01,09:14:29,REAL,96.73
2026-09-01,09:14:30,REAL,96.73
2026-09-01,09:14:31,REAL,96.73
2026-09-01,09:14:32,REAL,96.73
2026-09-01,09:14:33,REAL,96.73
2026-09-01,09:14:34,REAL,96.73
2026-09-01,09:14:35,REAL,96.73
2026-09-01,09:14:36,REAL,96.73
2026-09-01,09:14:37,REAL,96.73
2026-09-01,09:14:38,REAL,96.73
2026-09-01,09:14:39,REAL,96.73
2026-09-01,09:14:40,REAL,96.73
2026-09-01,09:14:41,REAL,96.73
2026-09-01,09:14:42,REAL,96.73
2026-09-01,09:14:43,REAL,96.73
2026-09-01,09:14:44,REAL,96.73
2026-09-01,09:14:45,REAL,96.73
2026-09-01,09:14:46,REAL,96.73
2026-09-01,09:14:47,REAL,96.73
2026-09-01,09:21:14,REAL,96.19
2026-09-01,09:21:15,REAL,95.15
2026-09-01,09:21:16,REAL,95.07
2026-09-01,09:21:17,REAL,95.10
2026-09-01,09:21:18,REAL,93.99
2026-09-01,09:21:19,REAL,93.89
2026-09-01,09:21:20,REAL,95.67
2026-09-01,09:21:21,REAL,96.61
2026-09-01,09:21:22,REAL,96.93
2026-09-01,09:21:23,REAL,95.76
2026-09-01,09:21:24,REAL,93.07
2026-09-01,09:21:25,REAL,88.06
2026-09-01,09:21:26,REAL,87.57
2026-09-01,09:21:27,UNCERTAIN,81.67
2026-09-01,09:21:28,REAL,88.42
2026-09-01,09:21:29,REAL,87.80
2026-09-01,09:21:30,REAL,91.88
2026-09-01,09:21:31,UNCERTAIN,68.98
2026-09-01,09:21:32,FAKE,85.79
2026-09-01,09:21:36,FAKE,86.72
2026-09-01,09:21:37,FAKE,85.39
2026-09-01,09:21:38,REAL,88.25
2026-09-01,09:21:39,REAL,92.20
2026-09-01,09:21:40,REAL,90.71
2026-09-01,09:21:41,REAL,87.52
2026-09-01,09:21:42,REAL,87.35
2026-09-01,09:21:43,REAL,85.04
2026-09-01,09:21:44,UNCERTAIN,58.85
2026-09-01,09:21:45,FAKE,89.07
2026-09-01,09:21:46,FAKE,91.92
2026-09-01,09:21:47,FAKE,86.51
2026-09-01,09:21:48,UNCERTAIN,59.30
2026-09-01,09:21:49,REAL,85.60
2026-09-01,09:21:50,UNCERTAIN,82.23
2026-09-01,09:21:51,UNCERTAIN,83.06
2026-09-01,09:21:52,REAL,89.23
2026-09-01,09:21:53,REAL,90.36
2026-09-01,09:21:54,REAL,89.03
2026-09-01,09:21:55,REAL,86.94
2026-09-01,09:21:56,REAL,85.31
2026-09-01,09:21:57,REAL,85.90
2026-09-01,09:21:58,REAL,85.10
2026-09-01,09:21:59,UNCERTAIN,78.24
2026-09-01,09:22:00,UNCERTAIN,56.29
